"video_id","question","choices","answer","correct_choice","pred_answer","pred_choice","qa_acc","task"
144,"Where is the cyclist with the number 845 positioned right now?","['Directly ahead of the cyclist with the number 88.', 'On the left side of the cyclist with the number 851.', 'Behind the cyclist with the number 88.', 'On the right side of the cyclist with the number 88.']","On the left side of the cyclist with the number 851.","B","C) Behind the cyclist with the number 88.","C",0.0,"Spatial Understanding"
144,"What is the position of the cyclist with race number ""#865"" right now?","['At the front of the group.', 'On the left side of the cyclist with the number 806.', 'On the right side of the cyclist with the number 806.', 'Leading a solo breakaway.']","On the left side of the cyclist with the number 806.","B","C) On the right side of the cyclist with the number 806","C",0.0,"Spatial Understanding"
144,"What color is the traffic light now?","['Yellow.', 'Red.', 'Green.', 'Black.']","Red.","B","B) Red.","B",100.0,"Attribute Recognition"
145,"What is the color of the baking dish filled with flour?","['Blue.', 'Grey.', 'White.', 'Black.']","Grey.","B","D) Black.","D",0.0,"Attribute Recognition"
145,"What is the person wearing while standing in the kitchen?","['A blue apron.', 'A white t-shirt.', 'A black jacket.', 'A red sweater.']","A white t-shirt.","B","B) A white t-shirt.","B",100.0,"Object Recognition"
145,"What item does the person use to mix the contents of the bowl?","['A spoon.', 'A fork.', 'A whisk.', 'A spatula.']","A whisk.","C","C) A whisk.","C",100.0,"Object Recognition"
145,"What is on the countertop in front of the man right now?","['A loaf of bread and a bottle of wine.', 'A bowl of fruit and a bottle of juice.', 'A cutting board with sliced potatoes.', 'A plate of vegetables and a bottle of water.']","A cutting board with sliced potatoes.","C","C) A cutting board with sliced potatoes.","C",100.0,"Object Recognition"
145,"What is the countertop made of in the kitchen scene?","['Granite.', 'Wood.', 'Marble.', 'Stainless steel.']","Marble.","C","C) Marble.","C",100.0,"Object Recognition"
146,"Why did Mr. Bean turn off the TV?","['Because he thought the show was too boring.', 'Because he wanted to save electricity.', 'Because he was afraid that the news about the theft of teddy bears on TV would scare his own teddy bear.', 'Because he heard a noise outside and wanted to investigate.']","Because he was afraid that the news about the theft of teddy bears on TV would scare his own teddy bear.","C","C) Because he was afraid that the news about the theft of teddy bears","C",100.0,"Causal Reasoning"
146,"Why Mr. Bean is shocked now.","['Because he found that his little bear doll was missing.', 'Because he just realized his wallet is missing.', 'Because he saw something unexpected on TV.', 'Because someone knocked on his door unexpectedly.']","Because he found that his little bear doll was missing.","A","A) Because he found that his little bear doll was missing.","A",100.0,"Causal Reasoning"
146,"Why is Mr. Bean unhappy now?","['Because his favorite TV show was canceled.', 'Because he found that his teddy bear doll had changed its appearance.', 'Because he lost an important document.', 'Because he was unable to fix a broken appliance.']","Because he found that his teddy bear doll had changed its appearance.","B","B) Because he found that his teddy bear doll had changed its appearance.","B",100.0,"Causal Reasoning"
146,"Why does Mr. Bean decide to put up missing posters for his teddy bear?","['Because he thought someone might have stolen his teddy bear.', 'Because he wanted to warn others about a possible teddy bear thief.', 'Because he realized the teddy bear he found earlier was not his original teddy bear.', 'Because he believed his teddy bear had run away and needed help finding it.']","Because he realized the teddy bear he found earlier was not his original teddy bear.","C","A) Because he thought someone might have stolen his teddy bear.","A",0.0,"Causal Reasoning"
146,"Why does the purple bunny character decide to chase Mr. Bean?","['Because Mr. Bean took away all of their dolls.', ""Because Mr. Bean made fun of the bunny's appearance."", ""Because Mr. Bean accidentally stepped on the bunny's foot."", ""Because Mr. Bean broke the bunny's favorite toy.""]","Because Mr. Bean took away all of their dolls.","A","A) Because Mr. Bean took away all of their dolls.","A",100.0,"Causal Reasoning"
147,"What color is the jersey of the approaching player?","['Red and white.', 'Blue and yellow.', 'Green and black.', 'White and black.']","Blue and yellow.","B","B) Blue and yellow.","B",100.0,"Object Recognition"
147,"What object does the camera focus on in the center of the field right now?","['A soccer ball.', 'A water bottle.', ""A player's shoe."", 'A goalpost.']","A soccer ball.","A","A) A soccer ball.","A",100.0,"Object Recognition"
147,"What number is on the back of the player in the blue jersey right now?","['10.', '8.', '12.', '7.']","12.","C","C) 12.","C",100.0,"Attribute Recognition"
147,"What can be seen in the background right now?","['The penalty area.', 'The goalpost and net.', 'The midfield line.', 'The audience stands.']","The goalpost and net.","B","B) The goalpost and net.","B",100.0,"Object Recognition"
147,"What skill did the person perform to get past the defender?","['Step-over.', 'Cruyff turn.', 'Ronaldo’s chop.', 'Maradona turn.']","Ronaldo’s chop.","C","A) Step-over.","A",0.0,"Action Recognition"
148,"What logo appears on the screen during the initial scene transition?","['GRAVITY THROTTLE RACING.', 'RACING THUNDER.', 'SPEED CIRCUIT.', 'TRACK RUNNERS.']","GRAVITY THROTTLE RACING.","A","A) GRAVITY THROTTLE RACING.","A",100.0,"Text-Rich Understanding"
148,"What has been shown in the video so far?","['A series of scenes featuring a miniature diorama with various toy elements.', 'A documentary on real-life racing events.', 'A detailed explanation of a new racing game.', 'A tutorial on setting up a model train track.']","A series of scenes featuring a miniature diorama with various toy elements.","A","A) A series of scenes featuring a miniature diorama with various toy elements.","A",100.0,"Clips Summarize"
148,"What happens after the red car lands from the jump?","['It drives into a dense forest.', 'It continued to move forward on the sandy ground.', 'It stops at a rocky cliff.', 'It enters a tunnel.']","It continued to move forward on the sandy ground.","B","C) It stops at a rocky cliff.","C",0.0,"Event Understanding"
148,"What is the track currently displayed in the video made up of?","['Asphalt.', 'Sand.', 'Grass.', 'Snow.']","Snow.","D","D) Snow.","D",100.0,"Attribute Recognition"
148,"What is the green dinosaur holding on its head?","['A miniature human figure.', 'A piece of railroad track.', 'A toy truck.', 'A toy car.']","A toy car.","D","D) A toy car.","D",100.0,"Object Recognition"
149,"What color is the pilot's headset right now?","['Red.', 'Blue.', 'Black.', 'White.']","Black.","C","C) Black.","C",100.0,"Attribute Recognition"
149,"What is in the pilot's left hand right now?","['A map.', 'A control stick.', 'A headset.', 'A smartphone.']","A control stick.","B","B) A control stick.","B",100.0,"Object Recognition"
149,"What is the color of the top of the control stick handle right now?","['Red.', 'Blue.', 'Yellow.', 'Green.']","Yellow.","C","C) Yellow.","C",100.0,"Attribute Recognition"
149,"What is the scene below the helicopter now?","['A lake.', 'A forest.', 'A mountain.', 'A city.']","A forest.","B","B) A forest.","B",100.0,"Object Recognition"
149,"What text is displayed on the screen right now?","['""I apologize for the inconvenience. The footage contains private information."".', '""The video has been temporarily removed."".', '""Unfortunately I had to remove the footage because there was private information on an aircraft that was shown."".', '""I lost some footage, so I\'ll record more in another video. Sorry!"".']","""Unfortunately I had to remove the footage because there was private information on an aircraft that was shown."".","C","C) ""Unfortunately I had to remove the footage because there was private information on","C",100.0,"Text-Rich Understanding"
150,"Which of the following options best summarizes the actions of the individual taken just now?","['The individual arranged dishes and served them to a customer in a kitchen setting.', 'The individual wiped down the countertops and sanitized the kitchen utensils.', 'The individual selected a glass, added ice from the ice maker.', 'The individual took various tools from a drawer and began assembling a device.']","The individual selected a glass, added ice from the ice maker.","C","C) The individual selected a glass, added ice from the ice maker.","C",100.0,"Clips Summarize"
